VIRGO_ID	Species
V1199727	not assigned
V1419358	not assigned
V1483605	not assigned
V1499534	Gardnerella_sp9
V1507408	not assigned
V1199732	not assigned
V1199733	not assigned
V1612199	Gardnerella_sp10
V1594839	not assigned
V1595016	Gardnerella_vaginalis
V1604188	not assigned
V1611989	Gardnerella_sp10
V1612503	Gardnerella_sp9
V1617233	not assigned
V1704887	Gardnerella_sp2
V1704888	Gardnerella_sp2
V1011268	Gardnerella_sp9
V1036664	Gardnerella_swidsinkii
V1199745	not assigned
V1121100	not assigned
V1199747	not assigned
V1136964	Gardnerella_sp8
V1199749	Gardnerella_sp10
V1007848	not assigned
V1199751	Gardnerella_sp10
V1010224	Gardnerella_sp8
V1137074	Gardnerella_sp10
V1136970	Gardnerella_sp8
V1177186	Gardnerella_sp7
V1191636	not assigned
V1199758	Gardnerella_piotii
V1199759	Gardnerella_piotii
V1199760	not assigned
V1199761	not assigned
V1199762	not assigned
V1199763	not assigned
V1199764	Gardnerella_piotii
V1199765	not assigned
V1195424	not assigned
V1199767	not assigned
V1197379	Gardnerella_sp9
V1328473	Gardnerella_sp8
V1199771	not assigned
V1199772	not assigned
V1199773	not assigned
V1199774	Gardnerella_piotii
V1200133	not assigned
V1217137	Gardnerella_sp2
V1199777	Gardnerella_sp10
V1246491	not assigned
V1104488	Gardnerella_sp8
V1292177	not assigned
V1199781	Gardnerella_sp10
V1295064	not assigned
V1346146	not assigned
V1394862	not assigned
V1199785	not assigned
V1199786	not assigned
V1199787	not assigned
V1413165	not assigned
V1503680	not assigned
V1562304	not assigned
V1583589	not assigned
V1602964	not assigned
V1008944	Gardnerella_sp9
V1037660	Gardnerella_sp3
V1199795	Gardnerella_sp3
V1199796	not assigned
V1199797	not assigned
V1199798	not assigned
V1043413	not assigned
V1199800	Gardnerella_sp10
V1199801	Gardnerella_sp10
V1104489	Gardnerella_sp8
V1070300	not assigned
V1073020	not assigned
V1103622	Gardnerella_sp8
V1136918	not assigned
V1106994	Gardnerella_sp8
V1137178	not assigned
V1395486	Gardnerella_sp8
V1199839	Gardnerella_sp10
V1199840	not assigned
V1199841	not assigned
V1176911	Gardnerella_sp7
V1199843	Gardnerella_sp10
V1176978	Gardnerella_sp9
V1199845	Gardnerella_sp10
V1182148	Gardnerella_vaginalis
V1191522	Gardnerella_sp7
V1199848	Gardnerella_sp10
V1199849	Gardnerella_sp10
V1192956	not assigned
V1196906	not assigned
V1070404	not assigned
V1265438	not assigned
V1374681	not assigned
V1199855	Gardnerella_sp10
V1329115	Gardnerella_sp2
V1364790	not assigned
V1368567	not assigned
V1395641	not assigned
V1199860	Gardnerella_sp10
V1409775	not assigned
V1413271	Gardnerella_sp7
V1414977	not assigned
V1136917	Gardnerella_sp8
V1440347	not assigned
V1465229	not assigned
V1465307	not assigned
V1466753	Gardnerella_vaginalis
V1008390	not assigned
V1501506	not assigned
V1503813	not assigned
V1593543	not assigned
V1195537	Gardnerella_sp13
V1199874	Gardnerella_sp10
V1603304	not assigned
V1011851	Gardnerella_sp10
V1736967	Gardnerella_vaginalis
V1199880	not assigned
V1199881	not assigned
V1199882	Gardnerella_piotii
V1199883	not assigned
V1199884	Gardnerella_piotii
V1595771	not assigned
V1199886	not assigned
V1105323	Gardnerella_sp8
V1199888	Gardnerella_sp10
V1199889	Gardnerella_sp10
V1010974	Gardnerella_sp9
V1199891	Gardnerella_piotii
V1199895	Gardnerella_sp3
V1199896	not assigned
V1199897	Gardnerella_sp3
V1199898	not assigned
V1199899	Gardnerella_piotii
V1199900	not assigned
V1051506	Gardnerella_sp2
V1199903	Gardnerella_sp10
V1199904	Gardnerella_sp10
V1199905	Gardnerella_sp10
V1199906	Gardnerella_sp10
V1199907	Gardnerella_sp10
V1199908	Gardnerella_sp10
V1199909	Gardnerella_sp10
V1199910	Gardnerella_sp10
V1056641	Gardnerella_sp2
V1199912	Gardnerella_piotii
V1099762	not assigned
V1199919	not assigned
V1199920	not assigned
V1199921	Gardnerella_sp3
V1199922	Gardnerella_piotii
V1199923	Gardnerella_piotii
V1199924	Gardnerella_piotii
V1239764	not assigned
V1199929	not assigned
V1199932	Gardnerella_sp10
V1199933	Gardnerella_sp10
V1199934	Gardnerella_sp10
V1199935	Gardnerella_sp10
V1107159	Gardnerella_sp8
V1199938	Gardnerella_piotii
V1199939	not assigned
V1199944	not assigned
V1108946	Gardnerella_sp8
V1127445	Gardnerella_piotii
V1151925	not assigned
V1175906	Gardnerella_sp7
V1177655	Gardnerella_vaginalis
V1199951	not assigned
V1199952	not assigned
V1199953	not assigned
V1593852	Gardnerella_sp8
V1199955	not assigned
V1199956	not assigned
V1199779	Gardnerella_sp10
V1593975	not assigned
V1199959	not assigned
V1334754	not assigned
V1193877	Gardnerella_sp7
V1199965	Gardnerella_sp10
V1199966	not assigned
V1199967	Gardnerella_piotii
V1327277	not assigned
V1199969	Gardnerella_vaginalis
V1007445	Gardnerella_sp9
V1335002	not assigned
V1199972	not assigned
V1199973	Gardnerella_sp10
V1335069	not assigned
V1007944	Gardnerella_sp9
V1368860	not assigned
V1152164	not assigned
V1199978	Gardnerella_sp10
V1404496	not assigned
V1199980	Gardnerella_sp10
V1199981	Gardnerella_piotii
V1199982	not assigned
V1199983	not assigned
V1458624	not assigned
V1483237	Gardnerella_sp8
V1199986	not assigned
V1483539	not assigned
V1329463	not assigned
V1549460	not assigned
V1549555	Gardnerella_sp9
V1199991	Gardnerella_sp10
V1613129	not assigned
V1704821	Gardnerella_sp2
V1136987	not assigned
V1199995	Gardnerella_sp10
V1881543	Gardnerella_vaginalis
V1006939	Gardnerella_sp9
V1736986	Gardnerella_vaginalis
V1019772	not assigned
V1053309	Gardnerella_sp2
V1200004	not assigned
V1200005	not assigned
V1200006	Gardnerella_piotii
V1200007	not assigned
V1200008	not assigned
V1200009	not assigned
V1056642	Gardnerella_sp2
V1200012	not assigned
V1200013	not assigned
V1200014	Gardnerella_sp10
V1200015	Gardnerella_sp10
V1200016	Gardnerella_sp10
V1200017	Gardnerella_sp10
V1200018	Gardnerella_sp10
V1200019	Gardnerella_sp10
V1200020	Gardnerella_sp10
V1200021	Gardnerella_sp10
V1200022	Gardnerella_sp10
V1200023	Gardnerella_sp10
V1200024	Gardnerella_sp10
V1200025	Gardnerella_sp10
V1200026	not assigned
V1200027	Gardnerella_sp10
V1200028	Gardnerella_sp10
V1200032	Gardnerella_sp10
V1200033	Gardnerella_sp10
V1200034	Gardnerella_sp10
V1200035	Gardnerella_sp10
V1057712	not assigned
V1200037	Gardnerella_sp3
V1200038	not assigned
V1200039	not assigned
V1200040	not assigned
V1200041	not assigned
V1070299	not assigned
V1086849	not assigned
V1483389	Gardnerella_sp13
V1200045	Gardnerella_sp10
V1200051	Gardnerella_sp10
V1420711	Gardnerella_sp8
V1106056	not assigned
V1108114	not assigned
V1155368	Gardnerella_vaginalis
V1157071	Gardnerella_vaginalis
V1174696	not assigned
V1200068	Gardnerella_sp10
V1200070	Gardnerella_sp10
V1175764	not assigned
V1181629	Gardnerella_sp7
V1191600	not assigned
V1195477	not assigned
V1411752	Gardnerella_swidsinkii
V1200079	not assigned
V1200080	Gardnerella_sp3
V1175312	Gardnerella_sp7
V1249818	not assigned
V1073628	Gardnerella_sp9
V1200084	Gardnerella_sp10
V1200085	Gardnerella_sp10
V1404801	not assigned
V1200087	Gardnerella_piotii
V1200090	not assigned
V1200091	not assigned
V1200092	not assigned
V1200096	not assigned
V1200097	not assigned
V1486428	not assigned
V1501339	not assigned
V1200111	not assigned
V1200112	not assigned
V1200113	Gardnerella_sp10
V1724189	Gardnerella_vaginalis
V1200117	not assigned
V1040885	Gardnerella_sp9
V1200122	not assigned
V1468264	Gardnerella_sp8
V1200132	not assigned
V1195084	Gardnerella_sp13
V1074652	not assigned
V1358818	Gardnerella_sp8
V1114874	Gardnerella_piotii
V1137736	Gardnerella_sp3
V1140852	not assigned
V1191960	not assigned
V1200144	not assigned
V1200146	not assigned
V1200147	Gardnerella_piotii
V1200148	Gardnerella_sp3
V1193588	Gardnerella_sp7
V1200160	not assigned
V1195391	not assigned
V1200162	Gardnerella_sp10
V1200067	not assigned
V1072178	not assigned
V1200211	Gardnerella_sp10
V1202168	Gardnerella_sp2
V1268741	not assigned
V1294956	Gardnerella_sp2
V1295193	Gardnerella_vaginalis
V1316049	not assigned
V1334757	not assigned
V1013899	Gardnerella_sp9
V1362705	not assigned
V1376130	Gardnerella_sp7
V1200215	Gardnerella_sp10
V1564155	Gardnerella_sp10
V1388610	Gardnerella_sp2
V1200223	Gardnerella_sp10
V1200235	Gardnerella_sp10
V1200236	Gardnerella_sp10
V1394288	Gardnerella_sp10
V1200239	not assigned
V1420911	not assigned
V1200246	not assigned
V1442265	Gardnerella_vaginalis
V1466192	not assigned
V1200250	not assigned
V1200251	not assigned
V1200256	not assigned
V1509398	Gardnerella_sp2
V1548461	not assigned
V1200267	not assigned
V1574429	Gardnerella_vaginalis
V1594118	not assigned
V1200274	Gardnerella_sp10
V1200284	not assigned
V1704897	Gardnerella_sp2
V1137028	not assigned
V1199641	Gardnerella_sp10
V1200303	not assigned
V1881354	Gardnerella_vaginalis
V1200320	Gardnerella_piotii
V1398536	not assigned
V1200328	not assigned
V1200331	Gardnerella_leopoldii
V1806807	Gardnerella_vaginalis
V1200411	not assigned
V1200419	Gardnerella_sp3
V1200439	not assigned
V1037113	Gardnerella_vaginalis
V1200496	Gardnerella_sp10
V1200501	not assigned
V1200511	not assigned
V1200514	not assigned
V1200521	not assigned
V1200523	not assigned
V1200524	Gardnerella_leopoldii
V1200525	not assigned
V1200537	Gardnerella_sp3
V1564296	not assigned
V1200572	not assigned
V1200583	not assigned
V1054166	not assigned
V1200592	Gardnerella_leopoldii
V1200599	not assigned
V1072667	not assigned
V1200659	Gardnerella_leopoldii
V1200740	not assigned
V1200755	Gardnerella_leopoldii
V1074253	Gardnerella_sp9
V1200826	not assigned
V1200881	Gardnerella_leopoldii
V1200911	not assigned
V1200922	not assigned
V1200929	not assigned
V1200931	Gardnerella_sp10
V1200940	Gardnerella_leopoldii
V1200979	not assigned
V1563604	not assigned
V1201058	Gardnerella_sp12
V1201082	not assigned
V1201085	Gardnerella_leopoldii
V1201329	Gardnerella_sp12
V1201345	not assigned
V1177678	Gardnerella_sp11
V1107821	Gardnerella_sp8
V1420879	Gardnerella_sp7
V1168500	Gardnerella_leopoldii
V1442703	Gardnerella_sp13
V1201602	Gardnerella_vaginalis
V1175973	not assigned
V1177436	not assigned
V1200244	not assigned
V1233187	Gardnerella_leopoldii
V1312811	not assigned
V1201626	not assigned
V1201628	Gardnerella_sp3
V1201629	not assigned
V1201634	Gardnerella_piotii
V1312672	not assigned
V1201673	Gardnerella_piotii
V1201674	not assigned
V1334741	Gardnerella_sp8
V1201691	not assigned
V1201697	not assigned
V1201706	Gardnerella_vaginalis
V1201708	not assigned
V1201716	Gardnerella_sp3
V1201717	Gardnerella_sp3
V1201722	Gardnerella_vaginalis
V1201723	Gardnerella_sp2
V1356923	not assigned
V1201746	Gardnerella_piotii
V1410155	not assigned
V1201753	Gardnerella_sp3
V1420772	not assigned
V1201757	not assigned
V1201758	not assigned
V1201759	not assigned
V1201767	Gardnerella_sp10
V1201771	not assigned
V1201775	not assigned
V1201788	not assigned
V1198651	Gardnerella_swidsinkii
V1465196	not assigned
V1466794	not assigned
V1201800	not assigned
V1483436	not assigned
V1201816	not assigned
V1181334	not assigned
V1201824	Gardnerella_piotii
V1152181	not assigned
V1201832	not assigned
V1201834	not assigned
V1201838	Gardnerella_piotii
V1201845	not assigned
V1201847	not assigned
V1175793	not assigned
V1201884	Gardnerella_sp2
V1603318	not assigned
V1201895	not assigned
V1603881	not assigned
V1201914	Gardnerella_vaginalis
V1611941	Gardnerella_sp14
V1704852	Gardnerella_sp2
V1723676	Gardnerella_vaginalis
V1201937	Gardnerella_vaginalis
V1724197	Gardnerella_vaginalis
V1201945	Gardnerella_vaginalis
V1201948	Gardnerella_sp2
V1736895	Gardnerella_vaginalis
V1201956	not assigned
V1006931	Gardnerella_sp8
V1007454	Gardnerella_sp9
V1201973	not assigned
V1201979	not assigned
V1508874	not assigned
V1420713	Gardnerella_sp7
V1054161	Gardnerella_sp2
V1201991	not assigned
V1201995	not assigned
V1071776	not assigned
V1202018	not assigned
V1202025	Gardnerella_leopoldii
V1202046	not assigned
V1099222	not assigned
V1202054	Gardnerella_piotii
V1202058	Gardnerella_sp2
V1202064	Gardnerella_vaginalis
V1099940	not assigned
V1103512	not assigned
V1202078	not assigned
V1202097	Gardnerella_sp2
V1202098	not assigned
V1106012	Gardnerella_sp8
V1482983	not assigned
V1202126	not assigned
V1202128	not assigned
V1010688	Gardnerella_sp9
V1155932	not assigned
V1181892	not assigned
V1216062	not assigned
V1202178	not assigned
V1202181	not assigned
V1202184	Gardnerella_sp12
V1237546	not assigned
V1202206	not assigned
V1202207	not assigned
V1202214	Gardnerella_sp12
V1202215	not assigned
V1202225	not assigned
V1098983	Gardnerella_sp13
V1202234	Gardnerella_sp12
V1202243	not assigned
V1346845	Gardnerella_sp2
V1402173	not assigned
V1409705	Gardnerella_sp8
V1202299	not assigned
V1202303	Gardnerella_sp2
V1202328	Gardnerella_sp12
V1420692	Gardnerella_sp8
V1420724	Gardnerella_vaginalis
V1202387	not assigned
V1202392	Gardnerella_vaginalis
V1202447	Gardnerella_sp12
V1202472	Gardnerella_sp12
V1202480	Gardnerella_sp2
V1202493	Gardnerella_sp3
V1202624	not assigned
V1458512	Gardnerella_sp14
V1202771	Gardnerella_sp12
V1202789	Gardnerella_vaginalis
V1203010	not assigned
V1203024	not assigned
V1203160	Gardnerella_sp2
V1482877	not assigned
V1506385	not assigned
V1563137	Gardnerella_sp2
V1203327	Gardnerella_sp10
V1736998	Gardnerella_vaginalis
V1203349	Gardnerella_sp10
V1881281	Gardnerella_vaginalis
V1006317	Gardnerella_leopoldii
V1036133	Gardnerella_vaginalis
V1008939	Gardnerella_sp9
V1082353	not assigned
V1203377	Gardnerella_sp10
V1200036	Gardnerella_sp10
V1104514	Gardnerella_piotii
V1116001	not assigned
V1203425	not assigned
V1548214	not assigned
V1144617	not assigned
V1071777	not assigned
V1203514	Gardnerella_vaginalis
V1203540	Gardnerella_sp10
V1176764	Gardnerella_sp7
V1177734	not assigned
V1203575	Gardnerella_sp10
V1191461	Gardnerella_sp7
V1203626	Gardnerella_vaginalis
V1199648	Gardnerella_sp10
V1203718	Gardnerella_sp3
V1200625	Gardnerella_sp10
V1295011	not assigned
V1203815	Gardnerella_vaginalis
V1315439	not assigned
V1203890	not assigned
V1334703	not assigned
V1595959	Gardnerella_swidsinkii
V1203949	Gardnerella_piotii
V1204056	Gardnerella_piotii
V1204078	Gardnerella_piotii
V1204159	Gardnerella_piotii
V1208383	Gardnerella_vaginalis
V1208396	Gardnerella_vaginalis
V1208425	Gardnerella_vaginalis
V1208504	Gardnerella_vaginalis
V1208544	Gardnerella_vaginalis
V1208556	Gardnerella_vaginalis
V1208559	Gardnerella_vaginalis
V1208679	Gardnerella_vaginalis
V1208729	Gardnerella_vaginalis
V1208739	Gardnerella_vaginalis
V1208759	Gardnerella_vaginalis
V1208790	Gardnerella_vaginalis
V1208834	not assigned
V1208860	Gardnerella_vaginalis
V1208877	Gardnerella_vaginalis
V1208943	not assigned
V1208977	Gardnerella_vaginalis
V1209060	not assigned
V1209061	Gardnerella_vaginalis
V1209087	Gardnerella_vaginalis
V1209113	Gardnerella_vaginalis
V1209230	Gardnerella_vaginalis
V1209237	not assigned
V1209243	not assigned
V1209257	Gardnerella_vaginalis
V1209509	Gardnerella_vaginalis
V1209608	not assigned
V1209851	Gardnerella_vaginalis
V1209903	Gardnerella_vaginalis
V1209910	Gardnerella_vaginalis
V1209911	Gardnerella_vaginalis
V1209919	Gardnerella_vaginalis
V1209926	Gardnerella_vaginalis
V1209933	Gardnerella_vaginalis
V1209958	Gardnerella_vaginalis
V1209965	Gardnerella_vaginalis
V1209993	Gardnerella_vaginalis
V1210006	Gardnerella_vaginalis
V1210019	Gardnerella_vaginalis
V1210022	Gardnerella_vaginalis
V1210027	not assigned
V1210032	Gardnerella_vaginalis
V1210069	Gardnerella_vaginalis
V1210071	Gardnerella_vaginalis
V1210097	Gardnerella_vaginalis
V1210143	not assigned
V1210178	Gardnerella_vaginalis
V1210195	not assigned
V1210252	Gardnerella_vaginalis
V1210313	Gardnerella_vaginalis
V1210378	Gardnerella_vaginalis
V1210462	Gardnerella_vaginalis
V1210538	not assigned
V1210542	not assigned
V1215290	not assigned
V1215300	not assigned
V1215331	not assigned
V1215363	not assigned
V1215398	not assigned
V1215430	not assigned
V1430220	not assigned
V1215628	not assigned
V1215771	not assigned
V1215881	not assigned
V1465960	not assigned
V1216025	not assigned
V1216041	not assigned
V1467365	not assigned
V1216043	Gardnerella_sp2
V1176501	not assigned
V1524094	not assigned
V1528654	not assigned
V1547476	not assigned
V1216048	Gardnerella_sp2
V1216049	Gardnerella_sp2
V1216050	not assigned
V1216051	Gardnerella_vaginalis
V1216052	Gardnerella_sp2
V1554178	not assigned
V1554513	not assigned
V1583389	not assigned
V1216056	Gardnerella_vaginalis
V1584762	not assigned
V1368946	Gardnerella_vaginalis
V1611910	not assigned
V1216060	Gardnerella_sp2
V1216061	not assigned
V1618909	Gardnerella_sp12
V1011108	Gardnerella_sp9
V1015011	Gardnerella_sp9
V1055470	Gardnerella_sp2
V1081452	not assigned
V1216067	not assigned
V1216069	not assigned
V1216070	Gardnerella_sp2
V1216071	Gardnerella_sp2
V1216072	Gardnerella_sp2
V1084746	not assigned
V1104486	Gardnerella_sp8
V1216082	Gardnerella_sp2
V1216083	Gardnerella_sp2
V1007862	Gardnerella_sp9
V1216085	Gardnerella_sp2
V1216086	not assigned
V1216087	not assigned
V1139369	Gardnerella_sp2
V1151588	not assigned
V1216099	Gardnerella_sp2
V1216100	Gardnerella_sp3
V1176746	not assigned
V1007442	Gardnerella_sp9
V1182170	Gardnerella_piotii
V1192290	Gardnerella_piotii
V1192387	Gardnerella_sp14
V1216106	not assigned
V1216108	Gardnerella_sp2
V1216057	not assigned
V1216110	not assigned
V1216111	not assigned
V1099882	Gardnerella_sp7
V1216113	not assigned
V1216114	not assigned
V1216115	not assigned
V1216116	not assigned
V1216117	not assigned
V1216118	not assigned
V1216119	not assigned
V1216120	not assigned
V1216121	not assigned
V1216122	not assigned
V1366829	Gardnerella_swidsinkii
V1216124	not assigned
V1216125	not assigned
V1216126	not assigned
V1216127	not assigned
V1216128	not assigned
V1216129	not assigned
V1216130	not assigned
V1216131	not assigned
V1216132	not assigned
V1216133	not assigned
V1216134	not assigned
V1216135	not assigned
V1216136	not assigned
V1240836	not assigned
V1291637	not assigned
V1316417	not assigned
V1317262	not assigned
V1323845	not assigned
V1216142	Gardnerella_sp2
V1612135	Gardnerella_sp10
V1334708	Gardnerella_sp9
V1401006	Gardnerella_vaginalis
V1216149	not assigned
V1408600	not assigned
V1216151	Gardnerella_vaginalis
V1216152	Gardnerella_vaginalis
V1216160	not assigned
V1013896	not assigned
V1421050	not assigned
V1216163	Gardnerella_vaginalis
V1562103	Gardnerella_sp10
V1216165	not assigned
V1216166	not assigned
V1216167	Gardnerella_sp2
V1506185	not assigned
V1216170	not assigned
V1506647	Gardnerella_sp2
V1514265	Gardnerella_vaginalis
V1216173	Gardnerella_vaginalis
V1216183	Gardnerella_vaginalis
V1216184	not assigned
V1216185	Gardnerella_vaginalis
V1216187	not assigned
V1068462	Gardnerella_sp11
V1216189	Gardnerella_sp2
V1578711	not assigned
V1585947	not assigned
V1105451	not assigned
V1007846	not assigned
V1151524	not assigned
V1216229	Gardnerella_sp2
V1216230	not assigned
V1216234	not assigned
V1008621	Gardnerella_sp9
V1009328	not assigned
V1268353	not assigned
V1216238	not assigned
V1216239	not assigned
V1216240	Gardnerella_sp2
V1216241	Gardnerella_vaginalis
V1216249	Gardnerella_vaginalis
V1216250	not assigned
V1200154	Gardnerella_sp10
V1010231	Gardnerella_sp9
V1216280	Gardnerella_piotii
V1216281	not assigned
V1216282	not assigned
V1216283	not assigned
V1216284	not assigned
V1216285	not assigned
V1216286	not assigned
V1011662	Gardnerella_sp2
V1013240	Gardnerella_sp9
V1007940	not assigned
V1216324	not assigned
V1216325	Gardnerella_sp2
V1216326	Gardnerella_sp2
V1037009	Gardnerella_sp2
V1216388	not assigned
V1072026	Gardnerella_vaginalis
V1073433	not assigned
V1105108	Gardnerella_sp8
V1217008	not assigned
V1217009	Gardnerella_sp2
V1107692	Gardnerella_sp8
V1547707	not assigned
V1137002	not assigned
V1152060	not assigned
V1155720	not assigned
V1221274	not assigned
V1076372	Gardnerella_sp8
V1223101	not assigned
V1230018	not assigned
V1366863	Gardnerella_swidsinkii
V1175593	Gardnerella_sp7
V1230185	not assigned
V1367048	Gardnerella_swidsinkii
V1230285	not assigned
V1230286	not assigned
V1230290	not assigned
V1367766	Gardnerella_swidsinkii
V1230383	not assigned
V1368669	Gardnerella_swidsinkii
V1230423	not assigned
V1230424	not assigned
V1369364	Gardnerella_swidsinkii
V1181652	not assigned
V1386123	Gardnerella_swidsinkii
V1230680	not assigned
V1230914	not assigned
V1231306	Gardnerella_vaginalis
V1386765	Gardnerella_swidsinkii
V1231351	not assigned
V1231352	Gardnerella_vaginalis
V1391812	Gardnerella_swidsinkii
V1849096	Gardnerella_vaginalis
V1395283	Gardnerella_swidsinkii
V1231652	Gardnerella_vaginalis
V1191275	Gardnerella_vaginalis
V1231913	not assigned
V1398664	Gardnerella_swidsinkii
V1232056	not assigned
V1232057	not assigned
V1232070	not assigned
V1232097	not assigned
V1232179	Gardnerella_vaginalis
V1232179	Gardnerella_vaginalis
V1232230	Gardnerella_piotii
V1216102	Gardnerella_sp2
V1232247	Gardnerella_piotii
V1232333	Gardnerella_sp3
V1232405	not assigned
V1232468	Gardnerella_sp3
V1241615	not assigned
V1232526	not assigned
V1157167	not assigned
V1243822	not assigned
V1232709	not assigned
V1232775	not assigned
V1232799	Gardnerella_vaginalis
V1250483	not assigned
V1266284	not assigned
V1232882	Gardnerella_sp3
V1337323	not assigned
V1232982	not assigned
V1233027	not assigned
V1295003	Gardnerella_sp2
V1233079	not assigned
V1233133	not assigned
V1301500	not assigned
V1233169	not assigned
V1323849	Gardnerella_sp12
V1324659	not assigned
V1233362	Gardnerella_sp3
V1348122	not assigned
V1357099	Gardnerella_vaginalis
V1233581	Gardnerella_sp3
V1233675	not assigned
V1365207	not assigned
V1375847	not assigned
V1234341	not assigned
V1234581	not assigned
V1234836	not assigned
V1396293	Gardnerella_sp3
V1594268	Gardnerella_sp8
V1235398	not assigned
V1235469	not assigned
V1235565	not assigned
V1458566	Gardnerella_vaginalis
V1237219	not assigned
V1237221	not assigned
V1237222	not assigned
V1237230	not assigned
V1237231	not assigned
V1237245	not assigned
V1237246	Gardnerella_sp7
V1465457	not assigned
V1499249	not assigned
V1237255	Gardnerella_leopoldii
V1237256	not assigned
V1237264	not assigned
V1582978	Gardnerella_sp8
V1237279	not assigned
V1316750	not assigned
V1237286	not assigned
V1237287	not assigned
V1237288	not assigned
V1237289	not assigned
V1574638	not assigned
V1237302	not assigned
V1237303	Gardnerella_sp7
V1575893	not assigned
V1237308	Gardnerella_sp3
V1237312	Gardnerella_leopoldii
V1237313	Gardnerella_leopoldii
V1237314	not assigned
V1237315	not assigned
V1237317	not assigned
V1237322	not assigned
V1237323	not assigned
V1237326	not assigned
V1237328	not assigned
V1237330	not assigned
V1579128	not assigned
V1602881	not assigned
V1736997	Gardnerella_vaginalis
V1237339	not assigned
V1237340	Gardnerella_leopoldii
V1724152	Gardnerella_vaginalis
V1237343	Gardnerella_leopoldii
V1736995	Gardnerella_vaginalis
V1237348	not assigned
V1237351	Gardnerella_leopoldii
V1237352	not assigned
V1237356	Gardnerella_sp7
V1237365	not assigned
V1237368	not assigned
V1237369	not assigned
V1237370	not assigned
V1237374	not assigned
V1237377	Gardnerella_leopoldii
V1237381	not assigned
V1031973	not assigned
V1237383	not assigned
V1237384	not assigned
V1237387	not assigned
V1881245	Gardnerella_vaginalis
V1237394	not assigned
V1237395	Gardnerella_sp7
V1237396	not assigned
V1237403	not assigned
V1237407	not assigned
V1237408	not assigned
V1458276	not assigned
V1070011	not assigned
V1237417	not assigned
V1237423	Gardnerella_leopoldii
V1237424	not assigned
V1237425	not assigned
V1237426	not assigned
V1237428	not assigned
V1237429	not assigned
V1237432	Gardnerella_leopoldii
V1237436	Gardnerella_leopoldii
V1237438	Gardnerella_leopoldii
V1237440	not assigned
V1237442	not assigned
V1237443	not assigned
V1237446	not assigned
V1237447	not assigned
V1008943	Gardnerella_sp9
V1237454	Gardnerella_leopoldii
V1237455	Gardnerella_leopoldii
V1237460	not assigned
V1237461	not assigned
V1237467	Gardnerella_leopoldii
V1237468	not assigned
V1052205	Gardnerella_sp2
V1237471	not assigned
V1237472	not assigned
V1237473	not assigned
V1237475	Gardnerella_leopoldii
V1237481	not assigned
V1058002	not assigned
V1237483	not assigned
V1103501	Gardnerella_sp8
V1237492	not assigned
V1237496	not assigned
V1237506	not assigned
V1237509	not assigned
V1237513	not assigned
V1237518	Gardnerella_sp7
V1237519	Gardnerella_leopoldii
V1237522	not assigned
V1237528	not assigned
V1237530	not assigned
V1237531	not assigned
V1237538	not assigned
V1237539	not assigned
V1241905	Gardnerella_sp13
V1237548	not assigned
V1237552	not assigned
V1237553	not assigned
V1237554	not assigned
V1237555	not assigned
V1070568	not assigned
V1619012	Gardnerella_sp8
V1237575	Gardnerella_leopoldii
V1237579	not assigned
V1237592	not assigned
V1237594	not assigned
V1237599	not assigned
V1237602	not assigned
V1237605	not assigned
V1237608	not assigned
V1237615	not assigned
V1237618	Gardnerella_sp7
V1237619	Gardnerella_leopoldii
V1237620	Gardnerella_sp7
V1237621	Gardnerella_sp7
V1237623	Gardnerella_leopoldii
V1237632	not assigned
V1237633	not assigned
V1237634	not assigned
V1237641	Gardnerella_leopoldii
V1237643	not assigned
V1237649	Gardnerella_leopoldii
V1237650	not assigned
V1237656	not assigned
V1171009	not assigned
V1008644	Gardnerella_sp9
V1237667	Gardnerella_leopoldii
V1237668	not assigned
V1237678	not assigned
V1237679	Gardnerella_sp7
V1237684	Gardnerella_leopoldii
V1237688	not assigned
V1237718	Gardnerella_sp7
V1237724	not assigned
V1237727	Gardnerella_leopoldii
V1237752	not assigned
V1237755	not assigned
V1237756	Gardnerella_sp7
V1237777	not assigned
V1237784	not assigned
V1237796	Gardnerella_leopoldii
V1237799	not assigned
V1237825	not assigned
V1237841	Gardnerella_leopoldii
V1237843	Gardnerella_sp7
V1237849	Gardnerella_sp7
V1237861	not assigned
V1199851	Gardnerella_sp10
V1458764	not assigned
V1072644	not assigned
V1237947	not assigned
V1237948	not assigned
V1237975	Gardnerella_sp7
V1238000	Gardnerella_sp7
V1238013	not assigned
V1238086	not assigned
V1238108	not assigned
V1238121	not assigned
V1238128	Gardnerella_vaginalis
V1238134	Gardnerella_sp7
V1238143	Gardnerella_sp7
V1238151	Gardnerella_leopoldii
V1238307	Gardnerella_sp7
V1238367	Gardnerella_sp7
V1238431	not assigned
V1238463	Gardnerella_vaginalis
V1238464	Gardnerella_vaginalis
V1238560	not assigned
V1238610	not assigned
V1238808	not assigned
V1238830	Gardnerella_sp7
V1238874	not assigned
V1238875	not assigned
V1238877	not assigned
V1238878	not assigned
V1238879	not assigned
V1238880	not assigned
V1426438	Gardnerella_swidsinkii
V1238882	Gardnerella_vaginalis
V1238883	Gardnerella_vaginalis
V1238893	not assigned
V1238894	not assigned
V1238895	Gardnerella_vaginalis
V1238902	Gardnerella_vaginalis
V1238903	not assigned
V1238908	not assigned
V1238914	not assigned
V1238921	not assigned
V1238924	not assigned
